X1,X2,y
0.8688420028973685,0.07067525898793103,1
0.40880738479314926,0.7550134201530058,0
0.45174858853349864,0.1538547134968784,0
0.5632874423403791,0.5875792583242193,1
0.4601053765945754,0.7897534212843117,0
0.07613835499268518,0.34029082099256636,1
0.6464761205354416,0.5416511278977676,1
0.5742703765925363,0.3635026807998305,1
0.548677220467359,0.23640367522055894,0
0.8105964464229078,0.668095867708673,0
0.7496135341852754,0.9135688536547916,1
0.4969906414984503,0.33460719788784676,1
0.8730903883120011,0.9601369825501684,0
0.3458557299875483,0.3763045101653901,1
0.1855729023119801,0.8377415926295623,0
0.3432044638126196,0.12834130978366498,0
0.10389956886379048,0.38940984372323917,0
0.5155179157563082,0.5017543101167458,1
0.8800579751327929,0.6104606841336806,0
0.7074144616329853,0.4218975455044722,1
0.15988931548778074,0.9666288449749362,0
0.19384855950953328,0.845178628302128,0
0.01931691436015559,0.9660497163430183,0
0.9657428077688166,0.5416423189848885,1
0.7432306913585882,0.43986970637254297,0
0.030398147489292593,0.4048073688053617,1
0.7327202837875909,0.6090603850200744,1
0.45284401903576865,0.7848759345241451,0
0.6547753415314905,0.7154644049704889,0
0.7361641242034257,0.18082407435051917,0
0.11699801685906408,0.7650260747531193,0
0.5835025542696761,0.9908483400027888,1
0.6273444065425677,0.2886814816107477,1
0.9932087360429473,0.8421494366038523,0
0.8609007157556102,0.032635478661736994,0
0.8503617355471811,0.48143471235261515,1
0.24033880613599978,0.827663859321876,0
0.256876385226145,0.3941571613927536,0
0.4326248272378831,0.11753135408860937,0
0.22305818927937826,0.9108915914384503,1
0.49364775518574777,0.5193469896761151,1
0.2188916181572359,0.01092033635551315,0
0.014326258890555721,0.7658132548868839,1
0.5434874889411769,0.9503402258008145,0
0.8159810830296332,0.034916433526426816,0
0.3333588676617679,0.9602577930724813,0
0.6848350385453849,0.38964513225171804,1
0.1550960203568753,0.3780637208306099,0
0.0793740439062226,0.6079444015697699,0
0.23572769806470673,0.6503008099569697,0
0.5839386961128391,0.280754739295742,1
0.6154372819912403,0.05481013618106234,1
0.48720162692902735,0.45033366527117047,1
0.24290862118888568,0.6247002698896591,0
0.8952156431195398,0.5926957827421948,0
0.509598653420887,0.8081236945594514,0
0.6291528662228534,0.616076332904338,1
0.03394072944263904,0.7568515558585672,0
0.476144033674716,0.10076938787584055,0
0.6437622117802713,0.6612562182511866,1
0.9124781795923524,0.9231596200003424,0
0.7036265038320895,0.8787735800347534,0
0.0886634625332201,0.7954032801098772,1
0.8875543261606864,0.6550320296081358,1
0.510286751257035,0.7649859501088339,0
0.42025492468985526,0.5944888260120464,1
0.8898953139009009,0.8105764924548523,0
0.17030485527787886,0.3989712083182013,0
0.6160583854854355,0.3248512880458787,1
0.24742220757100275,0.7972639015194525,1
0.01768386608050465,0.939568943541367,0
0.1533865944041829,0.09692705587494133,0
0.48571888258717266,0.6078066870103458,1
0.8822158696613945,0.8406627853953298,0
0.12394844422535711,0.5850836811957422,0
0.27597007804361584,0.2356481849451093,0
0.2943968339589482,0.41037986850427544,1
0.7685608167652686,0.9667341436949868,0
0.007571934275987013,0.9150540649663866,1
0.2980577405924375,0.97767403834671,0
0.5626397909695102,0.6298100402946071,1
0.5784097730173876,0.6093225938956476,1
0.829053058572472,0.1212753149410456,0
0.6143131676361494,0.6951531367368148,1
0.8324543686776613,0.6627163869365639,0
0.027549103199289382,0.45284309843480774,0
0.5264141929744658,0.3241753241584242,1
0.7639050250945926,0.5676146273893782,0
0.3834762429143884,0.23947983002484763,0
0.4788649717976775,0.3773508977514539,1
0.7369009813933034,0.7112964405890551,0
0.2586631767782498,0.9147135557770429,1
0.24997211577248446,0.7896453779244559,1
0.15934760379456536,0.53602899584521,1
0.8239422200668102,0.9016313495103213,0
0.9560151212810204,0.20014149672729364,0
0.5546698043377517,0.9947590508599088,0
0.48131176331082026,0.32192280381944793,1
0.8496090378243714,0.2925060071911393,0
0.006708602908705008,0.1527855662415375,0
0.6398713501831983,0.29372854890248534,1
0.13740177471852544,0.019456778524111096,0
0.5676218059360292,0.4067581072989884,1
0.6233852595443504,0.9518785635049601,1
0.08705400309340294,0.32508443741122706,0
0.11366642799375681,0.956004506384231,1
0.7948104033983416,0.08051765863202809,0
0.59802181553339,0.02760087592558924,0
0.7524054768706248,0.5281175855833862,0
0.9076065654244244,0.19337326770483287,0
